Bogatyńskie, 	15.692883789271754, 	0
Bogdaniec, 	36.833331017827525, 	1100
Boguchwały, 	4.926819774627985, 	0
Bogucino, 	7.878441404417988, 	0
Boguszyce, 	81.66289561761263, 	0
Boguszyny, 	15.725039545370166, 	0
Bogusławiec, 	8.81964618025249, 	0
Bolechowo, 	93.08219750985216, 	0
Bolejny, 	39.54154052321899, 	0
Boleszewo, 	13.84522558125962, 	0
Boleszkowice, 	35.83049888353714, 	1316
Bolesławice, 	16.84982869009152, 	0
Bolesławowo, 	33.00288420544619, 	0
Bolewice, 	15.967424527320599, 	0
Bolkowo, 	24.16733871619277, 	0
Bolszewo, 	13.77716831408861, 	7064
Borcz, 	12.103329036276437, 	0
Boreczno, 	3.3568894274738907, 	0
Borki Rozowskie, 	91.14622794393748, 	0
Borki Wielbarskie, 	78.325695938876, 	0
Borkowo, 	88.06571970536308, 	0
Borkowo Małe, 	9.847787114275574, 	0
Borkowo Wielkie, 	76.08077531395328, 	0
Borne Sulinowo, 	1.7791243542318014, 	4349
Bornice, 	7.0163737849138155, 	0
Bornity, 	26.33662954753924, 	0
Boroszewo, 	33.3500279175753, 	0
Borowy Las, 	3.3062836359247423, 	0
Borowy Młyn, 	17.654574141753464, 	0
Borszyny, 	89.86838486454528, 	0
Borucino, 	1.00928514661375, 	0
Borzechowo, 	20.487238488286078, 	0
Borzestowo, 	2.836531520348138, 	0
Borzestowska Huta, 	0.5769362483170001, 	0
Borzym, 	4.55419363320297, 	0
Borzymowo, 	5.1867939530491824, 	0
Borzynowo, 	10.058322206882856, 	0
Borzyszewo, 	22.504342349266945, 	0
Borzyszkowo, 	45.658093825078204, 	0
Borzyszkowy, 	15.753444381666652, 	243
Borzysław, 	28.614471889889124, 	0
Borzysławiec, 	1.8027125805817825, 	0
Borzytuchom, 	17.10163037699985, 	902
Borzęcinko, 	25.234786869526584, 	0
Borzęcino, 	22.897478862030525, 	0
Borówno, 	35.40115665593755, 	0
Boręty, 	22.11598030437782, 	0
Botowo, 	62.70968149502555, 	0
Bożanka, 	17.816219452741777, 	0
Bożejewko, 	32.40946505691447, 	0
Bożenice, 	14.185391707191947, 	0
Bożepole Królewskie, 	30.478136649696776, 	0
Bożepole Małe, 	19.531286991463, 	0
Bożepole Wielkie, 	18.756108705980758, 	0
Bożniewice, 	19.899451173853322, 	0
Bożęcin, 	6.2312066452433825, 	0
Brachlewo, 	15.272077199525194, 	0
Brajniki, 	57.29095618025107, 	0
Bralęcin, 	13.36378121155305, 	0
Braniewo, 	6.135174952965005, 	18356
Bratian, 	12.223512674008925, 	0
Bratuszewo, 	22.1303923130823, 	0
Bredynki, 	68.35027078617011, 	0
Brejdyny, 	86.96795510979133, 	0
Breńsk, 	9.441357391701297, 	0
Broczyna, 	14.299179867663469, 	0
Broczyno, 	6.5739737503180935, 	0
Brodnica, 	31.94880939086073, 	27341
Brodnica Dolna, 	4.08395310888112, 	0
Brodnica Górna, 	2.898547896852426, 	0
Brody Pomorskie, 	23.394845631312332, 	307
Brodzkie Młyny, 	22.699503370896004, 	0
Brojce, 	21.528339346122827, 	1248
Broniewo, 	58.55498834429691, 	0
Bronikowo, 	4.2698633561825226, 	0
Bronisławowo, 	22.2246251439988, 	0
Bronki, 	22.022599257162273, 	0
Bronówko, 	9.41798300156179, 	0
Browina, 	32.72657926550408, 	0
Bruchwałd, 	38.92848401988903, 	0
Brudzędy, 	7.204240569414742, 	0
Brunki, 	17.584982592643176, 	0
Brusiny, 	10.798177443813541, 	0
Bruskowo Małe, 	11.01046605357224, 	0
Bruskowo Wielkie, 	11.274745456639158, 	0
Brusy, 	12.632488385297496, 	4728
Brwice, 	15.709485985470234, 	0
Bryńsk, 	42.487620421853315, 	0
Bryńsk Szlachecki, 	43.48360904996376, 	0
Brzeszczyny, 	13.647714228311271, 	0
Brzezin, 	3.06236671619059, 	0
Brzeźniak, 	17.853569678100225, 	0
Brzeźno, 	16.74848952563868, 	970
Brzeźno Lęborskie, 	19.082590831859278, 	0
Brzeźno Mazurskie, 	40.79220324444307, 	0
Brzeźno Szlacheckie, 	23.588687415887165, 	0
Brzeźno Wielkie, 	31.75541237258806, 	0
Brzeźno Łyńskie, 	40.79220324444307, 	0
Brzeżno, 	16.74848952563868, 	970
Brzostki, 	28.26175094568887, 	0
Brzozie Lubawskie, 	22.7217300906681, 	555
Brzozowo, 	75.1204592552943, 	0
Brzozówka, 	25.252492907668444, 	0
Brzuśce, 	35.54365536227039, 	0
Brzydowo, 	7.54258656884348, 	0
Brzyno, 	1.345593323341089, 	0
Brzózki, 	18.34794440181606, 	0
Brąswałd, 	27.643652003006885, 	0
Bucznik, 	7.63993502759739, 	0
Buczyna, 	81.50631044893545, 	0
Buczyniec, 	12.092026164477264, 	0
Budowo, 	14.22112266552615, 	0
Budwity, 	7.485527566539695, 	0
Budzieszewice, 	16.35220019152493, 	0
Budzień, 	4.86974599859317, 	0
Budzistowo, 	3.1260706818079043, 	0
Budzisz, 	15.76105504990497, 	0
Bukowa Góra, 	61.301991860621754, 	0
Bukowiec, 	32.41859878872219, 	1210
Bukowiec Mały, 	21.22980194027369, 	0
Bukowiec Wielki, 	11.57532458972169, 	0
Bukowo, 	17.232847323820923, 	0
Bukowo Morskie, 	0.644854448946119, 	0
Bukwałd, 	23.46366589786072, 	0
Bukówko, 	29.793448059831867, 	0
Buniewice, 	0.4590930375587866, 	0
Burdajny, 	17.062197303027713, 	0
Burdąg, 	52.381141500786896, 	0
Burkarty, 	49.317402830205374, 	0
Bursz, 	59.403420937481314, 	0
Burszewo, 	76.4228859678996, 	0
Buszkowo, 	48.8990001967943, 	0
Buszkowy Górne, 	20.68166560399748, 	0
Buszyno, 	9.62296558743262, 	0
Buszęcin, 	2.1962475302360436, 	0
Butowo, 	17.227749713080584, 	0
Butryny, 	41.128447156433104, 	0
Buślary, 	18.419131022685075, 	0
Bychowo, 	4.758589654939074, 	0
Bydgoszcz, 	54.184418878275025, 	366452
Bydlino, 	8.028431976007258, 	0
Bykowo, 	79.01091770442976, 	0
Bynowo, 	3.8595831407893355, 	0
Bystrze, 	32.86059837118185, 	0
Byszwałd, 	12.165535675499832, 	0
Byszyno, 	33.90990294931279, 	0
Bytonia, 	21.207258879626476, 	0
Bytowo, 	9.71735366108207, 	0
Bytów, 	13.292298547515452, 	16724
Bzowo, 	9.297152910127227, 	0
Bórk, 	26.843555206423108, 	38655
Bącka Huta, 	8.067727238281975, 	0
Bącz, 	6.861552594918287, 	0
Bączek, 	30.87855051488358, 	0
Bądkowo, 	60.45080648572239, 	863
Bądle, 	50.46315064947857, 	0
Bągart, 	12.858191767599255, 	0
Bąkowo, 	65.02636794767322, 	0
Bębnikąt, 	68.50088846247151, 	0
Będargowo, 	10.032498035406542, 	0
Będgoszcz, 	3.016902406066188, 	0
Będlino, 	12.164535511006047, 	0
Będomin, 	14.085746071481706, 	0
Będominek, 	13.322209518610755, 	0
Będziechowo, 	9.696290631723542, 	0
Będzino, 	5.995418505444164, 	8634
Będźmierowice, 	17.991828055168614, 	0
Błogoszewo, 	82.18590860240982, 	0
Błota, 	60.98489689723689, 	5989
Błotnia, 	24.04322810610165, 	0
Błotnik, 	3.7939238531892236, 	0
Błotno, 	12.111191017300907, 	0
Błotny Młyn, 	22.462334089862143, 	0
Błudowo, 	12.64662962947392, 	0
Błądkowo, 	8.267714750556818, 	0
Błądzikowo, 	1.3525114030403378, 	188
Błądzim, 	32.31626939666949, 	0
Błędowo, 	97.03716416539153, 	0
Cecenowo, 	8.091708676317966, 	0
Cedry Małe, 	8.185689824311307, 	0
Cedry Wielkie, 	10.803421706231473, 	1007
Cedynia, 	34.97484007629549, 	1622
Cegłowo, 	19.802394571113982, 	0
Celbowo, 	4.61986755117488, 	0
Cerkiewnik, 	26.327972089723715, 	0
Cerkwica, 	10.363785674620676, 	1261
Cetuń, 	14.777787920813127, 	0
Cetyń, 	20.421385642186586, 	0
Cewice, 	13.008279682908963, 	1687
Cewlino, 	15.758908284499284, 	0
Chaberkowo, 	39.16683113310698, 	0
Chabowo, 	89.2246702099959, 	0
Chajdyce, 	79.84088716881872, 	0
Charbrowo, 	6.508031398332064, 	0
Charnowo, 	6.001278666425569, 	0
Charzykowy, 	0.4941175530962272, 	0
Charzyno, 	10.300401476712379, 	0
Chełm Dolny, 	19.575398720708307, 	0
Chełmienko, 	31.378846970294994, 	0
Chełmsko, 	64.3095372802637, 	479
Chlebówka, 	20.489693918184486, 	0
Chlebówko, 	16.391607291341174, 	0
Chlewnica, 	17.75309899895611, 	0
Chmielno, 	0.7551010906963623, 	1580
Chocimino, 	9.235727417893024, 	0
Chociwel, 	7.794621102431423, 	3266
Choczewo, 	9.153231707739145, 	1310
Chojnica, 	91.62441838405738, 	0
Chojnice, 	5.264952371779277, 	39407
Chojniczki, 	1.7743777933249845, 	0
Chojnowo, 	93.55189889371233, 	0
Chojty, 	15.92465909594801, 	0
Chomino, 	10.44967899166531, 	0
Chorążówka, 	7.0773875662706605, 	0
Chostka, 	96.30049047100103, 	0
Choszczno, 	19.816256157521835, 	15733
Choćmirowo, 	7.309750948652112, 	0
Chośnica, 	3.1772373719159734, 	0
Chrapowo, 	9.378023334723913, 	0
Chrośle, 	8.66708390887116, 	0
Chruściel, 	14.262615906104388, 	0
Chrztowo, 	12.789366507028705, 	0
Chrząstowo, 	47.860634355932106, 	0
Chrząszczewo, 	0.587834677199559, 	0
Chrósty, 	23.262258962573505, 	0
Chrósty Wysińskie, 	23.262258962573505, 	0
Chudaczewko, 	7.981592828175417, 	0
Chudaczewo, 	4.97647234615154, 	0
Chwalimki, 	13.102420517549408, 	0
Chwalęcin, 	22.953112704654938, 	0
Chwarstnica, 	1.4792488195736413, 	0
Chwarstno, 	2.504983193160033, 	0
Chwarszczany, 	38.5888453162987, 	0
Chwarzenko, 	9.031577466329422, 	0
Chwarzno, 	13.423063324221424, 	0
Chwaszczyno, 	9.679267550832177, 	2678
Chwiram, 	10.672554058233938, 	0
Chylowa Huta, 	11.505335707268474, 	0
Chynowie, 	11.355227091495978, 	0
Chynowo, 	0.2733188615178274, 	0
Chłopowo, 	6.784349513820482, 	0
Chłopowy, 	12.314721818955146, 	0
Chłopy, 	2.407682293725428, 	0
Cianowo, 	12.145688068365448, 	0
Ciecholewy, 	34.88126898542238, 	0
Ciecholub, 	9.138140387772266, 	0
Cieciorka, 	16.59599083836866, 	0
Ciekocino, 	6.978216995497486, 	0
Cielętnik, 	3.1119729167142642, 	0
Cieminko, 	3.009004666954599, 	0
Ciemino, 	5.164637871245783, 	0
Ciemna Dąbrowa, 	74.02560888309192, 	0
Ciemnik, 	4.67624326532273, 	151
Cieplewo, 	14.290601585963548, 	710
Ciepłe, 	24.582188344813975, 	0
Cierniki, 	10.906824893691066, 	0
Cierznie, 	16.4395283718486, 	0
Cieszenie, 	2.575469994838901, 	0
Cieszeniewo, 	15.068278313612666, 	0
Cieszymowo, 	3.0229325981482327, 	0
Cieszyno, 	27.42803416729919, 	0
Ciesław, 	15.78930815733171, 	0
Ciećmierz, 	10.44221599433513, 	0
Cisewo, 	4.188495822132778, 	0
Cisiny, 	29.003499253326673, 	0
Cisowo, 	2.057372505633172, 	0
Cisowy, 	6.044667525905782, 	0
Cudnochy, 	98.12896242638111, 	0
Cybowo, 	16.815115545916335, 	0
Cybulino, 	12.990837982509461, 	0
Cygusy, 	12.351923948134681, 	0
Czapielsk, 	19.306397530387976, 	0
Czapiewice, 	9.124489053664343, 	0
Czapla, 	20.251016891728785, 	0
Czaple, 	2.817080410742559, 	0
Czaplice, 	82.19879229623491, 	0
Czaplin Mały, 	7.968943309259641, 	0
Czaplin Wielki, 	9.798936761566502, 	0
Czaplinek, 	0.22069718252431356, 	6933
Czarkowy Grąd, 	74.67424567240094, 	0
Czarlin, 	32.53710834508806, 	806
Czarna Dąbrówka, 	4.78235629870198, 	1112
Czarna Huta, 	16.065807284164098, 	0
Czarna Woda, 	17.15787385724311, 	3227
Czarna Łąka, 	0.8328179984506582, 	0
Czarne, 	11.635551014408579, 	6035
Czarne Dolne, 	16.89929953328311, 	0
Czarne Górne, 	15.91415773585388, 	0
Czarne Małe, 	7.034298375987861, 	0
Czarne Wielkie, 	2.845282361420725, 	0
Czarniż, 	14.303116531755355, 	0
Czarnkowo, 	19.82581418946766, 	0
Czarnogłowy, 	14.239303303621872, 	977
Czarnoszyce, 	2.9122852907931605, 	0
Czarnowo, 	11.027641154214269, 	0
Czarnowęsy, 	32.9573821009258, 	0
Czarny Kierz, 	45.74808478294252, 	0
Czarny Młyn, 	4.64983273656606, 	0
Czarny Piec, 	46.310527477767934, 	0
Czarnylas, 	13.375898013422356, 	0
Czartoryja, 	14.966839910418335, 	0
Czartowo, 	94.41519554897276, 	0
Czarze, 	34.49291765625151, 	0
Czaszkowo, 	85.64522466813752, 	0
Czatkowy, 	23.57836099459837, 	0
Czechowo, 	3.0187973760178934, 	0
Czechyń, 	22.832388433460302, 	0
Czeczewo, 	14.59128364687141, 	0
Czelin, 	38.46778118157976, 	0
Czepino, 	5.342567292419403, 	0
Czerlin, 	21.532369653477968, 	0
Czermnica, 	21.192101723337622, 	0
Czernice, 	91.97478725331432, 	3840
Czerniki, 	15.136466596269946, 	0
Czernin, 	15.349877060867383, 	0
Czersk, 	16.952946033589804, 	9390
Czerska Struga, 	22.81337094104244, 	0
Czertyń, 	7.407477616437186, 	0
Czerwieniec, 	19.811255336228438, 	0
Czerwona Woda, 	13.550597258401586, 	0
Czochryń, 	6.868640812008902, 	0
Czosnowo, 	15.53986621068711, 	0
Czołpino, 	2.1889473272294726, 	0
Czyczkowy, 	9.602419679530088, 	0
Czysta, 	2.2335502813509236, 	0
Czyste, 	20.061153104429525, 	0
Czyżewo, 	41.062614961237976, 	0
Czółnów, 	3.148500168062455, 	0
Cząstkowo, 	5.955547658271229, 	0
Częstkowo, 	18.52246110657119, 	0
Człopa, 	21.327720365915425, 	2370
Człuchy, 	1.7789618630798543, 	0
Człuchów, 	10.384386331247725, 	14759
Dadaj, 	57.05767684540527, 	0
Dadzewo, 	17.457956073288454, 	0
Dajny, 	5.452899687584539, 	0
Daleszewo, 	7.277461579727033, 	0
Dalkowo, 	59.226798165850724, 	0
Dalwin, 	27.498742168955584, 	0
Dalęcino, 	5.9750384011845705, 	0
Damaszka, 	29.46286996867966, 	0
Damnica, 	16.836439140867178, 	1240
Damno, 	15.63755861126994, 	0
Dankowo, 	68.33906939033601, 	0
Dargikowo, 	26.268565583131263, 	0
Dargobądz, 	1.4961438976964898, 	0
Dargoleza, 	9.846909747190173, 	0
Dargomyśl, 	36.37788383816632, 	598
Dargosław, 	17.39546895258315, 	0
Darszyce, 	31.342261497264648, 	0
Darzlubie, 	4.937894141741879, 	0
Darłowo, 	3.102364186345957, 	14398
Darżewo, 	18.935428674822543, 	0
Darżkowo, 	20.81184786176581, 	0
Darżynko, 	16.40133581311132, 	0
Darżyno, 	18.41295855910867, 	0
Daszewo, 	17.615575946025547, 	0
Debrzno, 	18.382747099688107, 	5251
Deksyty, 	48.61864392431505, 	0
Demity, 	19.643164347048092, 	0
Demlin, 	32.04763274972578, 	0
Derc, 	42.19215390923025, 	0
Derczewo, 	1.7560410738395267, 	0
Dobieszczyn, 	3.73899403017071, 	0
Dobieszewko, 	75.93158471854873, 	0
Dobieszewo, 	21.94882831914174, 	0
Dobiesław, 	3.616662983998146, 	0
Dobiesławiec, 	2.0320196800242565, 	0
Dobino, 	15.778670270261324, 	0
Dobojewo, 	3.2239185855280077, 	0
Dobre, 	26.835502656266225, 	10514
Dobre Miasto, 	26.835502656266225, 	10514
Dobrkowo, 	16.464512003268812, 	0
Dobrocin, 	3.9440912082101214, 	0
Dobrocinek, 	6.638310361488448, 	0
Dobrogoszcz, 	9.534118287528713, 	0
Dobrojewo, 	69.15208762027682, 	0
Dobropole Gryfińskie, 	8.280842991076145, 	0
Dobropole Pyrzyckie, 	7.173946838876888, 	0
Dobroszyn, 	2.6317170208434337, 	0
Dobrowo, 	29.210689806089736, 	0
Dobry Lasek, 	91.45568488652081, 	0
Dobrzany, 	9.12322092046765, 	2360
Dobrzewino, 	12.044193039979628, 	0
Dobrzyki, 	1.450044009217449, 	0
Dobrzynka, 	32.81640324542847, 	0
Dobrzyń, 	22.415464264575782, 	12937
Dobrzęcino, 	13.153064411380127, 	0
Dobrąg, 	51.74488433639459, 	0
Dolice, 	8.060738088349762, 	2028
Dolnik, 	40.70734980968875, 	0
Domacyno, 	26.314075810030317, 	0
Domasławice, 	7.352043974379343, 	0
Domatowo, 	8.565208111334691, 	0
Domatówko, 	9.040120203772126, 	0
Dominek, 	5.431667135043076, 	0
Dominikowo, 	25.98322802240816, 	0
Domisław, 	12.13096675751532, 	0
Domkowo, 	16.636360289047452, 	0
Domyśl, 	8.663401966345676, 	0
Donimierz, 	16.600163912144833, 	0
Dorotowo, 	27.67044679255247, 	0
Dorowo, 	17.786189483693853, 	0
Doręgowice, 	11.575325184164969, 	0
Dołganów, 	30.499036798836833, 	0
Dołuje, 	12.965498187925178, 	0
Dramino, 	2.549570765484604, 	0
Drawa, 	48.30984722848907, 	0
Drawień, 	10.066937515552326, 	0
Drawno, 	26.93652099193673, 	2423
Drawsko Pomorskie, 	5.477933376042046, 	11275
Dretyń, 	14.335998556988246, 	0
Drewniaczki, 	7.173149370605665, 	0
Drewnica, 	4.981075833785186, 	840
Dreżewo, 	4.773522315716496, 	139
Drogoradz, 	4.829979609588385, 	0
Drogosze, 	85.82431931710084, 	0
Droszewo, 	57.902317210471985, 	0
Drużno, 	0.40004654183450394, 	0
Drwęca, 	28.54253122944776, 	0
Drwęck, 	22.904530593824106, 	0
Drwęczno, 	18.15033217527748, 	0
Drzenin, 	4.2880469355428765, 	0
Drzewiany, 	7.18033507843896, 	0
Drzewina, 	25.774835735826453, 	0
Drzewoszewo, 	0.35967332294165216, 	0
Drzeńsko, 	11.990151894002537, 	0
Drzeżewo, 	10.169047044180175, 	0
Drzonowo, 	20.579630771492614, 	0
Drzonowo Białogardzkie, 	20.579630771492614, 	0
Drzonowo Wałeckie, 	22.512021676359538, 	0
Dubiel, 	11.604652051093952, 	0
Dubielewo, 	64.77885370742767, 	0
Dubliny, 	86.50575865397576, 	0
Ducino, 	8.420808462885567, 	0
Dulsin, 	42.46276552257101, 	0
Duniewo, 	12.402336757665195, 	0
Duninowo, 	4.644275249349067, 	0
Dunowo, 	15.88239404541414, 	0
Duże Krówno, 	16.95974730512244, 	0
Dworek, 	84.89651515429574, 	0
Dworzysko, 	31.265249105205214, 	0
Dwukoły, 	65.57462061105977, 	0
Dygowo, 	8.567439832378042, 	1549
Dymin, 	63.890957997685156, 	12495
Dyminek, 	6.094496215191914, 	0
Dyszno, 	22.675796618740222, 	0
Dywity, 	31.944192317584076, 	2300
Dziadyk, 	10.24546588429294, 	0
Dziarnówko, 	6.912734013235816, 	0
Działdowo, 	53.37728188323511, 	21127
Działek, 	14.408672992284732, 	0
Dziemiany, 	7.822535546207338, 	1762
Dzierzgonka, 	3.838259285159973, 	0
Dzierzgoń, 	12.487895713415012, 	5518
Dzierżążno, 	8.685522075838218, 	0
Dzierżęcin, 	4.354494875300089, 	0
Dzietrzychowo, 	79.135491670875, 	0
Dziewięć Włók, 	15.228172203510407, 	0
Dzikowo, 	35.88800906573063, 	0
Dzikowo Iławeckie, 	35.88800906573063, 	0
Dziurdziewo, 	40.90080088759501, 	0
Dziwno, 	23.661302921403642, 	0
Dziwnów, 	0.3363209957997736, 	2904
Dziwnówek, 	0.39960149410854706, 	400
Dzięcielec, 	20.9888926191574, 	0
Dzięgiel, 	4.795758380458218, 	0
Dzwonowo, 	93.49115681639931, 	0
Dąbkowo, 	18.630678618188593, 	0
Dąbrowa Białogardzka, 	20.801587525735325, 	0
Dąbrowa Człuchowska, 	6.868201940520081, 	0
Dąbrowa Nowogardzka, 	25.38068182125614, 	0
Dąbrówka, 	4.78235629870198, 	1112
Dąbrówka Malborska, 	21.553543918232645, 	0
Dąbrówka Polska, 	21.258618472147905, 	0
Dąbrówka Pruska, 	8.602487509092123, 	0
Dąbrówka Tczewska, 	26.397507463665548, 	0
Dąbrówno, 	28.039424761421618, 	4362
Dębice, 	16.64288535073761, 	0
Dębiec, 	1.428723166610468, 	0
Dębień, 	30.790955711861876, 	0
Dębinka, 	1.440878517759226, 	0
Dębki, 	2.0138608877560027, 	0
Dębnica, 	23.454680658529764, 	3220
Dębnica Kaszubska, 	23.454680658529764, 	3220
Dębnik, 	76.88308773462055, 	0
Dębno, 	31.940121414429115, 	13804
Dębogard, 	9.909379170175788, 	0
Dębogóra, 	48.208444223104024, 	0
Dębogóry, 	8.346795141338177, 	0
Dębogórze, 	4.32354140012423, 	962
Dębostrów, 	3.613649585548755, 	0
Dębówko, 	68.99326338644771, 	0
Długi Borek, 	88.73939381782046, 	0
Długie, 	37.554391683797405, 	0
Długie Pole, 	37.554391683797405, 	0
Długobór, 	25.083343780574083, 	0
Dłusko, 	64.41782063433625, 	0
Dłusko Gryfińskie, 	3.0250518758079203, 	0
Dłużec, 	76.06542934765858, 	0
Dłużec Wielki, 	76.06542934765858, 	0
Dłużek, 	12.390893675323268, 	0
Dłużki, 	8.54688208212092, 	0
Dłużyna, 	3.9014428335613514, 	0
Dźwiersztyny, 	55.543260240173595, 	0
Dźwierznia, 	64.58933005396827, 	0
Dźwierzuty, 	63.499314600583894, 	1380
Dźwirzyno, 	1.1091269509167698, 	699
Egiertowo, 	9.956599609255449, 	0
Elbląg, 	3.3222647143799193, 	127558
Elganowo, 	25.751847126931736, 	0
